car_id,car_type,car_class,number_seat_first_class,number_seat_second_class,train_id
49204,VU,B,0,88,8167
49205,VTU,A,58,0,8167
49206,VTU,B,0,88,8167
49207,VU,A,58,0,8167
49208,VU,A,58,0,8167
49209,VU,A,58,0,8167
49210,VU,B,0,88,8167
49211,VU,B,0,88,8168
49212,VU,A,58,0,8168
49213,VU,A,58,0,8168
49214,VTU,B,0,88,8168
49215,VU,A,58,0,8168
49216,VTU,A,58,0,8168
49217,VTU,A,58,0,8169
49218,VTU,A,58,0,8169
49219,VU,B,0,88,8169
49220,VU,A,58,0,8169
49221,VTU,A,58,0,8169
49222,VTU,B,0,88,8169
49223,VU,A,58,0,8169
49224,VTU,B,0,88,8169
49225,VU,B,0,88,8170
49226,VU,A,58,0,8170
49227,VTU,B,0,88,8170
49228,VTU,B,0,88,8170
49229,VTU,A,58,0,8170
49230,VU,B,0,88,8170
49231,VTU,A,58,0,8170
49232,VU,B,0,88,8171
49233,VTU,A,58,0,8171
49234,VU,B,0,88,8171
49235,VU,A,58,0,8171
49236,VTU,B,0,88,8172
49237,VTU,B,0,88,8172
49238,VTU,A,58,0,8172
49239,VTU,B,0,88,8172
49240,VTU,A,58,0,8172
49241,VTU,B,0,88,8172
49242,VTU,B,0,88,8172
49243,VU,B,0,88,8172
49244,VTU,A,58,0,8173
49245,VTU,B,0,88,8173
49246,VU,B,0,88,8173
49247,VU,B,0,88,8173
49248,VU,B,0,88,8173
49249,VU,A,58,0,8174
49250,VTU,B,0,88,8174
49251,VTU,B,0,88,8174
49252,VTU,A,58,0,8174
49253,VU,A,58,0,8174
49254,VTU,A,58,0,8174
49255,VTU,B,0,88,8174
49256,VU,A,58,0,8175
49257,VTU,B,0,88,8175
49258,VU,A,58,0,8175
49259,VTU,A,58,0,8175
49260,VU,A,58,0,8175
49261,VU,A,58,0,8175
49262,VU,B,0,88,8176
49263,VU,A,58,0,8176
49264,VU,A,58,0,8176
49265,VTU,A,58,0,8176
49266,VU,B,0,88,8176
49267,VU,A,58,0,8176
49268,VU,A,58,0,8176
49269,VTU,B,0,88,8176
49270,VTU,A,58,0,8177
49271,VTU,A,58,0,8177
49272,VTU,B,0,88,8177
49273,VU,B,0,88,8177
49274,VTU,A,58,0,8177
49275,VU,B,0,88,8177
49276,VTU,A,58,0,8178
49277,VTU,B,0,88,8178
49278,VU,A,58,0,8178
49279,VU,B,0,88,8178
49280,VTU,B,0,88,8178
49281,VU,B,0,88,8179
49282,VTU,B,0,88,8179
49283,VU,B,0,88,8179
49284,VTU,B,0,88,8179
49285,VU,A,58,0,8179
49286,VU,B,0,88,8179
49287,VTU,A,58,0,8179
49288,VTU,B,0,88,8180
49289,VTU,A,58,0,8180
49290,VTU,B,0,88,8180
49291,VTU,A,58,0,8180
49292,VU,A,58,0,8180
49293,VU,B,0,88,8180
49294,VTU,B,0,88,8181
49295,VU,A,58,0,8181
49296,VTU,B,0,88,8181
49297,VU,A,58,0,8181
49298,VTU,A,58,0,8181
49299,VU,B,0,88,8181
49300,VTU,A,58,0,8182
49301,VU,A,58,0,8182
49302,VTU,B,0,88,8182
49303,VU,A,58,0,8182
49304,VU,A,58,0,8182
49305,VU,A,58,0,8182
49306,VTU,B,0,88,8183
49307,VU,A,58,0,8183
49308,VU,B,0,88,8183
49309,VU,B,0,88,8183
49310,VU,A,58,0,8183
49311,VTU,A,58,0,8183
49312,VU,A,58,0,8183
49313,VU,A,58,0,8183
49314,VTU,B,0,88,8184
49315,VTU,A,58,0,8184
49316,VTU,B,0,88,8184
49317,VU,A,58,0,8184
49318,VU,A,58,0,8184
49319,VU,B,0,88,8185
49320,VTU,B,0,88,8185
49321,VU,B,0,88,8185
49322,VTU,A,58,0,8185
49323,VU,B,0,88,8185
49324,VTU,A,58,0,8185
49325,VTU,B,0,88,8186
49326,VU,A,58,0,8186
49327,VTU,B,0,88,8186
49328,VTU,B,0,88,8186
49329,VTU,A,58,0,8186
49330,VTU,B,0,88,8186
49331,VU,B,0,88,8186
49332,VU,B,0,88,8186
49333,VU,B,0,88,8187
49334,VTU,B,0,88,8187
49335,VU,B,0,88,8187
49336,VTU,A,58,0,8187
49337,VTU,A,58,0,8187
49338,VU,B,0,88,8188
49339,VU,B,0,88,8188
49340,VU,B,0,88,8188
49341,VTU,A,58,0,8188
49342,VTU,A,58,0,8188
49343,VU,B,0,88,8188
49344,VU,B,0,88,8189
49345,VU,B,0,88,8189
49346,VU,B,0,88,8189
49347,VU,B,0,88,8189
49348,VU,B,0,88,8189
49349,VTU,B,0,88,8189
49350,VU,B,0,88,8189
49351,VU,B,0,88,8189
49352,VTU,B,0,88,8190
49353,VU,B,0,88,8190
49354,VTU,A,58,0,8190
49355,VU,B,0,88,8190
49356,VU,B,0,88,8190
49357,VTU,B,0,88,8190
49358,VU,A,58,0,8190
49359,VTU,B,0,88,8190
49360,VU,B,0,88,8191
49361,VTU,B,0,88,8191
49362,VTU,B,0,88,8191
49363,VU,A,58,0,8191
49364,VTU,B,0,88,8191
49365,VTU,B,0,88,8191
49366,VTU,A,58,0,8192
49367,VU,A,58,0,8192
49368,VU,B,0,88,8192
49369,VU,B,0,88,8192
49370,VTU,B,0,88,8192
49371,VTU,A,58,0,8192
49372,VTU,B,0,88,8192
49373,VU,A,58,0,8193
49374,VU,A,58,0,8193
49375,VTU,B,0,88,8193
49376,VTU,B,0,88,8193
49377,VU,B,0,88,8193
49378,VTU,A,58,0,8193
49379,VU,B,0,88,8194
49380,VTU,A,58,0,8194
49381,VU,A,58,0,8194
49382,VU,A,58,0,8194
49383,VU,B,0,88,8194
49384,VTU,A,58,0,8194
49385,VTU,B,0,88,8194
49386,VTU,A,58,0,8195
49387,VTU,A,58,0,8195
49388,VTU,A,58,0,8195
49389,VTU,A,58,0,8195
49390,VTU,A,58,0,8196
49391,VTU,A,58,0,8196
49392,VU,B,0,88,8196
49393,VU,A,58,0,8196
49394,VTU,B,0,88,8196
49395,VU,A,58,0,8196
49396,VU,B,0,88,8196
49397,VTU,B,0,88,8197
49398,VU,B,0,88,8197
49399,VTU,A,58,0,8197
49400,VU,A,58,0,8197
49401,VTU,A,58,0,8197
49402,VU,B,0,88,8197
49403,VTU,A,58,0,8198
49404,VTU,B,0,88,8198
49405,VTU,A,58,0,8198
49406,VTU,B,0,88,8198
49407,VU,B,0,88,8198
49408,VU,A,58,0,8198
49409,VU,B,0,88,8198
49410,VU,A,58,0,8198
49411,VU,B,0,88,8199
49412,VU,A,58,0,8199
49413,VTU,A,58,0,8199
49414,VTU,B,0,88,8199
49415,VTU,B,0,88,8199
49416,VTU,A,58,0,8200
49417,VTU,B,0,88,8200
49418,VU,A,58,0,8200
49419,VU,B,0,88,8200
49420,VTU,B,0,88,8200
49421,VU,B,0,88,8200
49422,VU,A,58,0,8200
49423,VTU,B,0,88,8200
49424,VTU,A,58,0,8201
49425,VU,A,58,0,8201
49426,VTU,B,0,88,8201
49427,VU,A,58,0,8201
49428,VU,A,58,0,8201
49429,VU,A,58,0,8201
49430,VTU,A,58,0,8201
49431,VU,B,0,88,8202
49432,VU,A,58,0,8202
49433,VTU,B,0,88,8202
49434,VU,A,58,0,8202
49435,VU,A,58,0,8203
49436,VTU,B,0,88,8203
49437,VTU,B,0,88,8203
49438,VTU,B,0,88,8203
49439,VU,A,58,0,8203
49440,VTU,B,0,88,8203
49441,VTU,B,0,88,8204
49442,VTU,A,58,0,8204
49443,VTU,A,58,0,8204
49444,VTU,A,58,0,8204
49445,VU,B,0,88,8204
49446,VU,B,0,88,8204
49447,VU,A,58,0,8205
49448,VTU,B,0,88,8205
49449,VTU,B,0,88,8205
49450,VTU,B,0,88,8205
49451,VTU,A,58,0,8206
49452,VTU,B,0,88,8206
49453,VU,B,0,88,8206
49454,VTU,A,58,0,8206
49455,VU,B,0,88,8207
49456,VTU,B,0,88,8207
49457,VTU,B,0,88,8207
49458,VTU,A,58,0,8207
49459,VTU,B,0,88,8207
49460,VTU,B,0,88,8207
49461,VTU,B,0,88,8208
49462,VTU,A,58,0,8208
49463,VU,B,0,88,8208
49464,VTU,B,0,88,8208
49465,VU,B,0,88,8209
49466,VTU,A,58,0,8209
49467,VU,B,0,88,8209
49468,VU,B,0,88,8209
49469,VU,B,0,88,8209
49470,VU,B,0,88,8210
49471,VU,A,58,0,8210
49472,VU,B,0,88,8210
49473,VU,A,58,0,8210
49474,VU,A,58,0,8211
49475,VU,A,58,0,8211
49476,VTU,B,0,88,8211
49477,VU,B,0,88,8211
49478,VU,B,0,88,8211
49479,VU,A,58,0,8211
49480,VTU,A,58,0,8211
49481,VU,B,0,88,8212
49482,VTU,B,0,88,8212
49483,VU,A,58,0,8212
49484,VU,A,58,0,8212
49485,VU,A,58,0,8212
49486,VTU,B,0,88,8212
49487,VTU,B,0,88,8213
49488,VTU,A,58,0,8213
49489,VU,B,0,88,8213
49490,VTU,A,58,0,8213
49491,VTU,A,58,0,8213
49492,VTU,B,0,88,8213
49493,VTU,B,0,88,8213
49494,VTU,B,0,88,8213
49495,VTU,A,58,0,8214
49496,VU,A,58,0,8214
49497,VU,B,0,88,8214
49498,VU,B,0,88,8214
49499,VU,B,0,88,8214
49500,VTU,B,0,88,8214
49501,VU,A,58,0,8215
49502,VU,A,58,0,8215
49503,VTU,B,0,88,8215
49504,VTU,A,58,0,8215
49505,VU,A,58,0,8215
49506,VTU,B,0,88,8215
49507,VU,A,58,0,8215
49508,VU,B,0,88,8215
49509,VTU,B,0,88,8216
49510,VU,A,58,0,8216
49511,VU,B,0,88,8216
49512,VTU,B,0,88,8216
49513,VU,A,58,0,8216
49514,VTU,A,58,0,8217
49515,VU,B,0,88,8217
49516,VTU,A,58,0,8217
49517,VU,A,58,0,8217
49518,VTU,B,0,88,8217
49519,VTU,A,58,0,8217
49520,VTU,A,58,0,8218
49521,VTU,A,58,0,8218
49522,VU,B,0,88,8218
49523,VTU,B,0,88,8218
49524,VTU,A,58,0,8218
49525,VU,B,0,88,8219
49526,VTU,A,58,0,8219
49527,VTU,A,58,0,8219
49528,VU,B,0,88,8219
49529,VTU,A,58,0,8219
49530,VTU,A,58,0,8220
49531,VTU,A,58,0,8220
49532,VU,B,0,88,8220
49533,VU,B,0,88,8220
49534,VU,B,0,88,8220
49535,VU,A,58,0,8220
49536,VU,A,58,0,8220
49537,VTU,B,0,88,8221
49538,VU,B,0,88,8221
49539,VU,A,58,0,8221
49540,VTU,A,58,0,8221
49541,VU,A,58,0,8222
49542,VU,B,0,88,8222
49543,VTU,B,0,88,8222
49544,VTU,B,0,88,8222
49545,VU,B,0,88,8222
49546,VU,B,0,88,8223
49547,VTU,B,0,88,8223
49548,VTU,B,0,88,8223
49549,VTU,A,58,0,8223
49550,VU,B,0,88,8224
49551,VTU,B,0,88,8224
49552,VTU,A,58,0,8224
49553,VU,B,0,88,8224
49554,VTU,B,0,88,8224
49555,VTU,A,58,0,8225
49556,VU,A,58,0,8225
49557,VTU,B,0,88,8225
49558,VTU,B,0,88,8225
49559,VTU,A,58,0,8225
49560,VU,B,0,88,8226
49561,VTU,A,58,0,8226
49562,VTU,B,0,88,8226
49563,VU,B,0,88,8226
49564,VTU,A,58,0,8226
49565,VTU,A,58,0,8226
49566,VU,B,0,88,8226
49567,VTU,B,0,88,8227
49568,VTU,B,0,88,8227
49569,VTU,A,58,0,8227
49570,VTU,A,58,0,8227
49571,VTU,B,0,88,8227
49572,VTU,A,58,0,8228
49573,VTU,A,58,0,8228
49574,VU,A,58,0,8228
49575,VTU,A,58,0,8228
49576,VU,A,58,0,8228
49577,VU,A,58,0,8228
49578,VU,A,58,0,8228
49579,VU,A,58,0,8229
49580,VTU,B,0,88,8229
49581,VTU,B,0,88,8229
49582,VU,B,0,88,8229
49583,VU,A,58,0,8230
49584,VTU,A,58,0,8230
49585,VU,B,0,88,8230
49586,VU,A,58,0,8230
49587,VTU,B,0,88,8231
49588,VTU,A,58,0,8231
49589,VU,A,58,0,8231
49590,VTU,B,0,88,8231
49591,VU,A,58,0,8231
49592,VU,A,58,0,8231
49593,VU,B,0,88,8231
49594,VTU,B,0,88,8232
49595,VU,A,58,0,8232
49596,VU,A,58,0,8232
49597,VTU,B,0,88,8232
49598,VU,A,58,0,8232
49599,VU,B,0,88,8233
49600,VU,B,0,88,8233
49601,VU,A,58,0,8233
49602,VTU,B,0,88,8233
49603,VTU,A,58,0,8233
49604,VU,A,58,0,8234
49605,VU,A,58,0,8234
49606,VTU,A,58,0,8234
49607,VTU,A,58,0,8234
49608,VU,A,58,0,8234
49609,VTU,A,58,0,8234
49610,VTU,B,0,88,8234
49611,VTU,A,58,0,8235
49612,VU,B,0,88,8235
49613,VTU,A,58,0,8235
49614,VU,A,58,0,8235
49615,VU,B,0,88,8235
49616,VU,B,0,88,8235
49617,VU,A,58,0,8236
49618,VU,B,0,88,8236
49619,VTU,A,58,0,8236
49620,VTU,B,0,88,8236
49621,VU,B,0,88,8236
49622,VU,A,58,0,8236
49623,VU,B,0,88,8237
49624,VTU,A,58,0,8237
49625,VTU,A,58,0,8237
49626,VTU,B,0,88,8237
49627,VU,A,58,0,8238
49628,VTU,A,58,0,8238
49629,VTU,B,0,88,8238
49630,VTU,B,0,88,8238
49631,VTU,A,58,0,8238
49632,VTU,A,58,0,8238
49633,VU,B,0,88,8238
49634,VU,B,0,88,8238
49635,VU,A,58,0,8239
49636,VU,A,58,0,8239
49637,VTU,A,58,0,8239
49638,VTU,B,0,88,8239
49639,VTU,A,58,0,8239
49640,VU,B,0,88,8239
49641,VU,A,58,0,8240
49642,VU,A,58,0,8240
49643,VTU,A,58,0,8240
49644,VU,A,58,0,8240
49645,VU,B,0,88,8240
49646,VU,A,58,0,8240
49647,VTU,A,58,0,8241
49648,VTU,B,0,88,8241
49649,VTU,A,58,0,8241
49650,VTU,B,0,88,8241
49651,VU,A,58,0,8241
49652,VU,B,0,88,8242
49653,VTU,A,58,0,8242
49654,VTU,B,0,88,8242
49655,VU,A,58,0,8242
49656,VTU,A,58,0,8242
49657,VU,B,0,88,8242
49658,VTU,B,0,88,8243
49659,VU,B,0,88,8243
49660,VTU,B,0,88,8243
49661,VU,B,0,88,8243
49662,VU,A,58,0,8244
49663,VTU,A,58,0,8244
49664,VU,B,0,88,8244
49665,VU,A,58,0,8244
49666,VU,A,58,0,8244
49667,VU,A,58,0,8245
49668,VTU,B,0,88,8245
49669,VU,A,58,0,8245
49670,VU,A,58,0,8245
49671,VTU,B,0,88,8245
49672,VU,B,0,88,8245
49673,VTU,B,0,88,8245
49674,VTU,B,0,88,8245
49675,VU,A,58,0,8246
49676,VU,A,58,0,8246
49677,VU,B,0,88,8246
49678,VU,A,58,0,8246
49679,VTU,A,58,0,8246
49680,VTU,B,0,88,8246
49681,VU,B,0,88,8247
49682,VU,A,58,0,8247
49683,VU,A,58,0,8247
49684,VTU,B,0,88,8247
49685,VU,B,0,88,8248
49686,VTU,A,58,0,8248
49687,VTU,A,58,0,8248
49688,VTU,B,0,88,8248
49689,VU,A,58,0,8249
49690,VU,B,0,88,8249
49691,VTU,A,58,0,8249
49692,VTU,B,0,88,8249
49693,VTU,A,58,0,8249
49694,VTU,A,58,0,8249
49695,VU,B,0,88,8250
49696,VTU,A,58,0,8250
49697,VU,A,58,0,8250
49698,VU,B,0,88,8250
49699,VTU,B,0,88,8250
49700,VTU,B,0,88,8250
49701,VU,A,58,0,8250
49702,VU,A,58,0,8250
49703,VTU,A,58,0,8251
49704,VTU,B,0,88,8251
49705,VTU,B,0,88,8251
49706,VU,B,0,88,8251
49707,VU,A,58,0,8251
49708,VU,B,0,88,8251
49709,VU,A,58,0,8251
49710,VTU,A,58,0,8251
49711,VU,B,0,88,8252
49712,VTU,A,58,0,8252
49713,VTU,B,0,88,8252
49714,VU,A,58,0,8252
49715,VU,B,0,88,8253
49716,VTU,A,58,0,8253
49717,VTU,B,0,88,8253
49718,VTU,A,58,0,8253
49719,VU,A,58,0,8254
49720,VTU,B,0,88,8254
49721,VTU,A,58,0,8254
49722,VU,A,58,0,8254
49723,VTU,A,58,0,8254
49724,VU,B,0,88,8254
49725,VU,B,0,88,8255
49726,VU,A,58,0,8255
49727,VTU,A,58,0,8255
49728,VTU,A,58,0,8255
49729,VU,A,58,0,8255
49730,VTU,A,58,0,8256
49731,VTU,B,0,88,8256
49732,VTU,A,58,0,8256
49733,VTU,B,0,88,8256
49734,VU,A,58,0,8256
49735,VU,B,0,88,8256
49736,VU,B,0,88,8257
49737,VTU,B,0,88,8257
49738,VU,B,0,88,8257
49739,VTU,A,58,0,8257
49740,VU,B,0,88,8257
49741,VU,A,58,0,8257
49742,VTU,B,0,88,8257
49743,VTU,A,58,0,8258
49744,VTU,B,0,88,8258
49745,VU,B,0,88,8258
49746,VTU,B,0,88,8258
49747,VU,A,58,0,8258
49748,VTU,B,0,88,8259
49749,VTU,B,0,88,8259
49750,VU,A,58,0,8259
49751,VTU,A,58,0,8259
49752,VTU,A,58,0,8259
49753,VTU,B,0,88,8259
49754,VU,A,58,0,8259
49755,VU,B,0,88,8260
49756,VTU,B,0,88,8260
49757,VU,A,58,0,8260
49758,VU,A,58,0,8260
49759,VU,A,58,0,8261
49760,VTU,B,0,88,8261
49761,VTU,B,0,88,8261
49762,VTU,A,58,0,8261
49763,VTU,B,0,88,8262
49764,VTU,B,0,88,8262
49765,VTU,B,0,88,8262
49766,VU,B,0,88,8262
49767,VU,B,0,88,8262
49768,VU,A,58,0,8262
49769,VU,A,58,0,8262
49770,VU,B,0,88,8263
49771,VTU,A,58,0,8263
49772,VTU,B,0,88,8263
49773,VU,B,0,88,8263
49774,VU,B,0,88,8263
49775,VTU,B,0,88,8263
49776,VU,B,0,88,8263
49777,VU,A,58,0,8263
49778,VU,B,0,88,8264
49779,VTU,A,58,0,8264
49780,VU,A,58,0,8264
49781,VU,A,58,0,8264
49782,VTU,B,0,88,8264
49783,VU,B,0,88,8264
49784,VU,B,0,88,8264
49785,VU,B,0,88,8265
49786,VU,A,58,0,8265
49787,VTU,A,58,0,8265
49788,VU,B,0,88,8265
49789,VTU,B,0,88,8265
49790,VTU,A,58,0,8266
49791,VTU,B,0,88,8266
49792,VU,B,0,88,8266
49793,VTU,B,0,88,8266
49794,VTU,A,58,0,8267
49795,VTU,B,0,88,8267
49796,VTU,B,0,88,8267
49797,VU,B,0,88,8267
49798,VU,A,58,0,8267
49799,VTU,B,0,88,8267
49800,VU,A,58,0,8267
49801,VU,A,58,0,8267
49802,VTU,A,58,0,8268
49803,VTU,A,58,0,8268
49804,VTU,A,58,0,8268
49805,VTU,B,0,88,8268
49806,VU,A,58,0,8268
49807,VU,B,0,88,8268
49808,VTU,A,58,0,8268
49809,VTU,B,0,88,8269
49810,VU,B,0,88,8269
49811,VU,B,0,88,8269
49812,VTU,B,0,88,8269
49813,VU,B,0,88,8270
49814,VTU,B,0,88,8270
49815,VTU,B,0,88,8270
49816,VU,A,58,0,8270
49817,VU,B,0,88,8270
49818,VTU,A,58,0,8271
49819,VTU,A,58,0,8271
49820,VU,B,0,88,8271
49821,VU,B,0,88,8271
49822,VTU,B,0,88,8271
49823,VU,B,0,88,8271
49824,VTU,A,58,0,8271
49825,VTU,A,58,0,8271
49826,VTU,A,58,0,8272
49827,VTU,A,58,0,8272
49828,VTU,A,58,0,8272
49829,VU,B,0,88,8272
49830,VU,A,58,0,8272
49831,VU,A,58,0,8273
49832,VTU,A,58,0,8273
49833,VU,B,0,88,8273
49834,VU,B,0,88,8273
49835,VU,A,58,0,8273
49836,VTU,A,58,0,8273
49837,VTU,A,58,0,8274
49838,VU,B,0,88,8274
49839,VTU,B,0,88,8274
49840,VU,B,0,88,8274
49841,VTU,A,58,0,8274
49842,VU,A,58,0,8274
49843,VTU,A,58,0,8274
49844,VU,B,0,88,8274
49845,VU,A,58,0,8275
49846,VU,A,58,0,8275
49847,VTU,B,0,88,8275
49848,VU,B,0,88,8275
49849,VTU,B,0,88,8275
49850,VU,A,58,0,8276
49851,VU,A,58,0,8276
49852,VTU,A,58,0,8276
49853,VTU,B,0,88,8276
49854,VTU,A,58,0,8276
49855,VU,A,58,0,8276
49856,VU,A,58,0,8276
49857,VU,B,0,88,8276
49858,VU,B,0,88,8277
49859,VU,A,58,0,8277
49860,VU,A,58,0,8277
49861,VU,A,58,0,8277
49862,VTU,B,0,88,8277
49863,VU,A,58,0,8277
49864,VU,A,58,0,8277
49865,VU,A,58,0,8277
49866,VU,B,0,88,8278
49867,VU,B,0,88,8278
49868,VTU,A,58,0,8278
49869,VU,A,58,0,8278
49870,VU,B,0,88,8278
49871,VTU,B,0,88,8278
49872,VTU,A,58,0,8278
49873,VTU,A,58,0,8278
49874,VTU,A,58,0,8279
49875,VU,A,58,0,8279
49876,VU,A,58,0,8279
49877,VU,B,0,88,8279
49878,VU,B,0,88,8279
49879,VU,B,0,88,8279
49880,VTU,A,58,0,8279
49881,VU,A,58,0,8280
49882,VTU,A,58,0,8280
49883,VTU,A,58,0,8280
49884,VU,B,0,88,8280
49885,VTU,A,58,0,8281
49886,VTU,B,0,88,8281
49887,VU,B,0,88,8281
49888,VU,B,0,88,8281
49889,VTU,B,0,88,8281
49890,VU,A,58,0,8281
49891,VTU,A,58,0,8282
49892,VU,A,58,0,8282
49893,VTU,A,58,0,8282
49894,VU,B,0,88,8282
49895,VU,B,0,88,8282
49896,VU,B,0,88,8282
49897,VU,A,58,0,8283
49898,VTU,A,58,0,8283
49899,VU,B,0,88,8283
49900,VTU,A,58,0,8283
49901,VTU,A,58,0,8283
49902,VTU,A,58,0,8283
49903,VTU,A,58,0,8283
49904,VTU,B,0,88,8283
49905,VU,A,58,0,8284
49906,VTU,B,0,88,8284
49907,VU,B,0,88,8284
49908,VTU,B,0,88,8284
49909,VTU,B,0,88,8284
49910,VTU,A,58,0,8285
49911,VU,A,58,0,8285
49912,VTU,A,58,0,8285
49913,VTU,A,58,0,8285
49914,VU,B,0,88,8285
49915,VTU,B,0,88,8286
49916,VU,A,58,0,8286
49917,VU,A,58,0,8286
49918,VU,A,58,0,8286
49919,VTU,A,58,0,8287
49920,VU,A,58,0,8287
49921,VTU,B,0,88,8287
49922,VTU,B,0,88,8287
49923,VTU,B,0,88,8288
49924,VTU,A,58,0,8288
49925,VU,A,58,0,8288
49926,VU,B,0,88,8288
49927,VTU,B,0,88,8288
49928,VU,B,0,88,8288
49929,VTU,A,58,0,8289
49930,VU,B,0,88,8289
49931,VTU,B,0,88,8289
49932,VU,B,0,88,8289
49933,VU,A,58,0,8289
49934,VTU,A,58,0,8289
49935,VTU,B,0,88,8289
49936,VTU,A,58,0,8290
49937,VTU,B,0,88,8290
49938,VTU,A,58,0,8290
49939,VTU,A,58,0,8290
49940,VU,A,58,0,8290
49941,VTU,A,58,0,8290
49942,VTU,B,0,88,8291
49943,VTU,A,58,0,8291
49944,VU,A,58,0,8291
49945,VU,B,0,88,8291
49946,VU,A,58,0,8291
49947,VU,A,58,0,8291
49948,VU,A,58,0,8291
49949,VTU,A,58,0,8292
49950,VTU,A,58,0,8292
49951,VTU,B,0,88,8292
49952,VTU,B,0,88,8292
49953,VTU,A,58,0,8292
49954,VTU,B,0,88,8292
49955,VTU,B,0,88,8292
49956,VU,A,58,0,8292
49957,VTU,B,0,88,8293
49958,VU,A,58,0,8293
49959,VU,A,58,0,8293
49960,VU,B,0,88,8293
49961,VU,A,58,0,8293
49962,VTU,B,0,88,8293
49963,VTU,B,0,88,8293
49964,VU,B,0,88,8294
49965,VU,A,58,0,8294
49966,VTU,A,58,0,8294
49967,VU,A,58,0,8294
49968,VU,B,0,88,8294
49969,VTU,A,58,0,8294
49970,VU,B,0,88,8294
49971,VTU,A,58,0,8295
49972,VU,A,58,0,8295
49973,VTU,A,58,0,8295
49974,VTU,B,0,88,8295
49975,VTU,A,58,0,8296
49976,VU,A,58,0,8296
49977,VTU,B,0,88,8296
49978,VU,B,0,88,8296
49979,VTU,B,0,88,8296
49980,VU,A,58,0,8296
49981,VU,A,58,0,8296
49982,VTU,B,0,88,8296
49983,VU,A,58,0,8297
49984,VU,B,0,88,8297
49985,VTU,B,0,88,8297
49986,VU,B,0,88,8297
49987,VU,A,58,0,8297
49988,VTU,A,58,0,8297
49989,VU,A,58,0,8298
49990,VU,A,58,0,8298
49991,VTU,B,0,88,8298
49992,VTU,A,58,0,8298
49993,VU,B,0,88,8298
49994,VTU,B,0,88,8299
49995,VTU,B,0,88,8299
49996,VTU,B,0,88,8299
49997,VTU,B,0,88,8299
49998,VTU,B,0,88,8299
49999,VTU,A,58,0,8300
50000,VU,A,58,0,8300
50001,VU,B,0,88,8300
50002,VTU,B,0,88,8300
50003,VTU,A,58,0,8301
50004,VTU,B,0,88,8301
50005,VU,B,0,88,8301
50006,VTU,B,0,88,8301
50007,VU,A,58,0,8301
50008,VU,B,0,88,8301
50009,VU,B,0,88,8301
50010,VU,B,0,88,8301
50011,VTU,B,0,88,8302
50012,VU,B,0,88,8302
50013,VTU,A,58,0,8302
50014,VU,B,0,88,8302
50015,VU,B,0,88,8302
50016,VTU,B,0,88,8302
50017,VU,B,0,88,8302
50018,VU,A,58,0,8302
50019,VU,B,0,88,8303
50020,VTU,A,58,0,8303
50021,VTU,B,0,88,8303
50022,VU,A,58,0,8303
50023,VTU,B,0,88,8304
50024,VU,B,0,88,8304
50025,VTU,B,0,88,8304
50026,VU,A,58,0,8304
50027,VTU,A,58,0,8304
50028,VU,A,58,0,8305
50029,VTU,A,58,0,8305
50030,VU,A,58,0,8305
50031,VTU,B,0,88,8305
50032,VTU,B,0,88,8305
50033,VTU,B,0,88,8305
50034,VTU,A,58,0,8306
50035,VTU,B,0,88,8306
50036,VTU,B,0,88,8306
50037,VTU,B,0,88,8306
50038,VU,A,58,0,8306
50039,VU,B,0,88,8306
50040,VTU,A,58,0,8306
50041,VTU,B,0,88,8307
50042,VU,A,58,0,8307
50043,VU,B,0,88,8307
50044,VU,B,0,88,8307
50045,VTU,A,58,0,8307
50046,VTU,A,58,0,8308
50047,VU,B,0,88,8308
50048,VTU,A,58,0,8308
50049,VU,B,0,88,8308
50050,VU,B,0,88,8309
50051,VU,A,58,0,8309
50052,VU,A,58,0,8309
50053,VTU,B,0,88,8309
50054,VU,A,58,0,8309
50055,VTU,B,0,88,8309
50056,VU,A,58,0,8309
50057,VTU,A,58,0,8309
50058,VTU,B,0,88,8310
50059,VTU,A,58,0,8310
50060,VU,B,0,88,8310
50061,VU,B,0,88,8310
50062,VTU,B,0,88,8310
50063,VTU,B,0,88,8311
50064,VU,B,0,88,8311
50065,VU,A,58,0,8311
50066,VTU,B,0,88,8311
50067,VTU,B,0,88,8311
50068,VU,B,0,88,8311
50069,VTU,B,0,88,8311
50070,VU,B,0,88,8312
50071,VU,B,0,88,8312
50072,VU,A,58,0,8312
50073,VTU,A,58,0,8312
50074,VU,A,58,0,8312
50075,VU,B,0,88,8313
50076,VU,A,58,0,8313
50077,VU,A,58,0,8313
50078,VU,B,0,88,8313
50079,VU,B,0,88,8314
50080,VTU,B,0,88,8314
50081,VU,B,0,88,8314
50082,VTU,B,0,88,8314
50083,VU,B,0,88,8314
50084,VU,A,58,0,8315
50085,VTU,B,0,88,8315
50086,VTU,A,58,0,8315
50087,VU,B,0,88,8315
50088,VTU,B,0,88,8315
50089,VU,B,0,88,8315
50090,VTU,A,58,0,8315
50091,VU,A,58,0,8315
50092,VTU,B,0,88,8316
50093,VTU,B,0,88,8316
50094,VTU,B,0,88,8316
50095,VU,A,58,0,8316
50096,VTU,B,0,88,8317
50097,VTU,B,0,88,8317
50098,VU,B,0,88,8317
50099,VTU,B,0,88,8317
50100,VTU,B,0,88,8317
50101,VU,A,58,0,8317
50102,VTU,B,0,88,8318
50103,VU,A,58,0,8318
